dataset,method,sample_pct,n_samples,recall,precision,igd,hv_diff,pred_pf_size,true_pf_size,repeat
auto93,Random,30,119,0.3076923076923077,0.3076923076923077,0.1422776737206371,0.09665555683254796,13,13,13
auto93,Random,30,119,0.5384615384615384,0.5384615384615384,0.07497022339272608,0.016458503560172782,13,13,14
auto93,Random,30,119,0.38461538461538464,0.45454545454545453,0.1857656540037761,0.11316559391456997,11,13,15
auto93,Random,30,119,0.23076923076923078,0.2,0.15799464211085554,0.11422289086911237,15,13,16
auto93,Random,30,119,0.46153846153846156,0.4,0.07056450161900472,0.0812247255921434,15,13,17
auto93,Random,30,119,0.5384615384615384,0.5384615384615384,0.12470791178311127,0.10520190853019902,13,13,18
auto93,Random,30,119,0.38461538461538464,0.3333333333333333,0.1193010956635251,0.02282785930584661,15,13,19
auto93,Stratified,5,19,0.38461538461538464,0.0847457627118644,0.17431619978494856,0.14636678200692038,59,13,0
auto93,Stratified,5,19,0.6923076923076923,0.16071428571428573,0.16387879944226758,0.13033890436397413,56,13,1
auto93,Stratified,5,19,0.5384615384615384,0.12727272727272726,0.13365496294058393,0.12833294690470679,55,13,2
auto93,Stratified,5,19,0.15384615384615385,0.4,0.18047660647180208,0.13156369537498552,5,13,3
auto93,Stratified,5,19,0.07692307692307693,0.058823529411764705,0.18666103694858338,0.08685528000931428,17,13,4
auto93,Stratified,5,19,0.15384615384615385,0.6666666666666666,0.2750903341642999,0.11901457321304658,3,13,5
auto93,Stratified,5,19,0.0,0.0,0.47115718705588894,0.14982177762446816,1,13,6
auto93,Stratified,5,19,0.38461538461538464,0.10204081632653061,0.1286267675656498,0.13203387864021357,49,13,7
auto93,Stratified,5,19,0.46153846153846156,0.10344827586206896,0.18882982809243326,0.12427207081295148,58,13,8
auto93,Stratified,5,19,0.3076923076923077,0.10526315789473684,0.1347750981268899,0.03891728624535327,38,13,9
auto93,Stratified,5,19,0.38461538461538464,0.1,0.13160073537436348,0.026586521789388504,50,13,10
auto93,Stratified,5,19,0.07692307692307693,0.09090909090909091,0.3401107071953107,0.1523355798280269,11,13,11
auto93,Stratified,5,19,0.07692307692307693,1.0,0.47115718705588894,0.14797382619676272,1,13,12
auto93,Stratified,5,19,0.7692307692307693,0.19230769230769232,0.15950845206120198,0.032945513189724926,52,13,13
auto93,Stratified,5,19,0.5384615384615384,0.06666666666666667,0.11975139172783014,0.0395821242019734,105,13,14
auto93,Stratified,5,19,0.15384615384615385,0.2857142857142857,0.13099749023690738,0.07787263497923397,7,13,15
auto93,Stratified,5,19,0.07692307692307693,0.09090909090909091,0.27982626288169277,0.05578703703703697,11,13,16
auto93,Stratified,5,19,0.07692307692307693,0.2,0.35004666468876305,0.13704299839043443,5,13,17
auto93,Stratified,5,19,0.5384615384615384,0.23333333333333334,0.17045920351553695,0.08922792417938046,30,13,18
auto93,Stratified,5,19,0.3076923076923077,0.125,0.18036671718573016,0.17001276546361854,32,13,19
auto93,Stratified,10,39,0.6153846153846154,0.21621621621621623,0.14485273302838053,0.11030512377662642,37,13,0
auto93,Stratified,10,39,0.23076923076923078,0.13636363636363635,0.25369258636215625,0.10207830979446554,22,13,1
auto93,Stratified,10,39,0.3076923076923077,0.2,0.1755297374700914,0.09925529439143582,20,13,2
auto93,Stratified,10,39,0.3076923076923077,0.25,0.16793697485574136,0.1256641256641258,16,13,3
auto93,Stratified,10,39,0.23076923076923078,0.15789473684210525,0.1322598128238369,0.03985171455050982,19,13,4
auto93,Stratified,10,39,0.3076923076923077,0.2857142857142857,0.17326346478227922,0.07807078417765442,14,13,5
auto93,Stratified,10,39,0.3076923076923077,0.17391304347826086,0.17669368440662075,0.1169893960350391,23,13,6
auto93,Stratified,10,39,0.23076923076923078,0.3,0.13260308627641149,0.014489393763764992,10,13,7
auto93,Stratified,10,39,0.0,0.0,0.1720842792333655,0.012931532155640135,11,13,8
auto93,Stratified,10,39,0.46153846153846156,0.20689655172413793,0.062121818978786575,0.01667438628994907,29,13,9
auto93,Stratified,10,39,0.23076923076923078,0.2727272727272727,0.1202256490190399,0.04185507246376816,11,13,10
auto93,Stratified,10,39,0.46153846153846156,0.20689655172413793,0.13611045373866146,0.05484167049105088,29,13,11
auto93,Stratified,10,39,0.15384615384615385,0.11764705882352941,0.13011705945837515,0.04618590114596611,17,13,12
auto93,Stratified,10,39,0.6923076923076923,0.2727272727272727,0.09442108188381239,0.00011556685542586133,33,13,13
auto93,Stratified,10,39,0.3076923076923077,0.25,0.16859900730068603,0.10955088777996973,16,13,14
auto93,Stratified,10,39,0.38461538461538464,0.2631578947368421,0.1109880269572494,0.10594881254323263,19,13,15
auto93,Stratified,10,39,0.15384615384615385,0.125,0.14983799530491565,0.09748755354868587,16,13,16
auto93,Stratified,10,39,0.38461538461538464,0.25,0.13051962754355137,0.02604586838769179,20,13,17
auto93,Stratified,10,39,0.46153846153846156,0.17647058823529413,0.14877601336335086,0.19709946328651376,34,13,18
auto93,Stratified,10,39,0.38461538461538464,0.22727272727272727,0.17088172428015433,0.1292784458834413,22,13,19
auto93,Stratified,20,79,0.38461538461538464,0.20833333333333334,0.14475835691817868,0.03996765623195111,24,13,0
auto93,Stratified,20,79,0.46153846153846156,0.35294117647058826,0.1461109720538907,0.12740998838559803,17,13,1
auto93,Stratified,20,79,0.3076923076923077,0.4,0.1566225115560111,0.07844490453186126,10,13,2
auto93,Stratified,20,79,0.3076923076923077,0.17391304347826086,0.19049483697295955,0.13318676232353618,23,13,3
auto93,Stratified,20,79,0.46153846153846156,0.1875,0.10266276063713965,0.09401218250775777,32,13,4
auto93,Stratified,20,79,0.46153846153846156,0.75,0.15904626539614525,0.12440634773543377,8,13,5
auto93,Stratified,20,79,0.15384615384615385,0.5,0.1887267702036337,0.07833047455688945,4,13,6
auto93,Stratified,20,79,0.15384615384615385,0.13333333333333333,0.1342920085834446,0.04260969976905315,15,13,7
auto93,Stratified,20,79,0.23076923076923078,0.3,0.17695174250911347,0.12924297212177774,10,13,8
auto93,Stratified,20,79,0.15384615384615385,0.2857142857142857,0.14881580159017455,0.13471803202599203,7,13,9
auto93,Stratified,20,79,0.5384615384615384,0.30434782608695654,0.14721267960659318,0.10589181118640172,23,13,10
